College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Co-Ed,,1134.0,60.0,1984.0,2.8,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,508285.7142857143,"['Computer Science and Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Production Engineering', 'Robotics', 'Electronics and Computer Engineering', 'Mechanical Engineering', 'Information Technology', 'Electronics and Computer Engineering']"
"Government College of Engineering, Karad",Co-Ed,40 Acres,1711.0,57.0,1960.0,4.3,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Parking Facility",Karad,Maharashtra,India,Public/Government,219183.84615384616,"['Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Production Engineering', 'Structural Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)']"
Fr C Rodrigues Institute of Technology,Co-Ed,,1499.0,84.0,1994.0,3.0,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Guest Room",Navi Mumbai,Maharashtra,India,Private,437750.0,"['Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Electronics Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Symbiosis Institute of Technology,Co-Ed,,1974.0,96.0,2008.0,3.0,"Symbiosis International University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure",Pune,Maharashtra,India,Private,766428.5714285715,"['Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Information Technology', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Information Technology']"
Dr DY Patil Institute of Engineering and Technology,Co-Ed,,1376.0,95.0,2010.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,271142.8571428572,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Electrical Engineering', 'Information Technology', 'Information Technology', 'Mechanical Engineering']"
Pune Vidyarthi Griha's College of Engineering and Technology,Co-Ed,8 Acres,,98.0,1985.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500.0,"['Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Information Technology', 'Electrical Engineering']"
Dwarkadas J Sanghvi College of Engineering,Co-Ed,,3030.0,117.0,1994.0,2.7,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,600181.8181818182,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Production Engineering', 'Bio Medical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Government College of Engineering and Research,Co-Ed,50 Acres,1591.0,50.0,2009.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Guest Room",Awasari Khurd,Maharashtra,India,Public/Government,99450.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Instrumentation Engineering', 'Mechanical Engineering']"
DY Patil College of Engineering,Co-Ed,10 Acres,3832.0,204.0,1984.0,2.8,"Savitribai Phule Pune University, Pune","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pimpri-Chinchwad,Maharashtra,India,Private,375352.9411764706,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Civil Engineering', 'Instrumentation Engineering', 'Mechanical Engineering', 'Production Engineering[Sandwich]', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Civil and Environmental Engineering', 'Production Engineering']"
"Thakur College of Engineering and Technology, Kandivali, Mumbai",Co-Ed,3 Acres,3193.0,135.0,2001.0,2.8,"University of Mumbai, Mumbai","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Private,491666.6666666667,"['Computer Science and Engineering', 'Information Technology', 'Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electronics and Computer Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology']"
Pimpri Chinchwad College of Engineering,Co-Ed,,3372.0,180.0,1999.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Pune,Maharashtra,India,Private,359000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology', 'Computer Science and Engineering', 'Mechanical Engineering']"
Indian Institute of Information Technology,Co-Ed,,243.0,18.0,2016.0,2.9,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure",Pune,Maharashtra,India,Private,607500.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Artificial Intelligence (AI) and Data Science', 'Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology)', 'Computer Science and Engineering', 'Electronics Engineering']"
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Co-Ed,82 Acres,933.0,90.0,1983.0,2.8,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Shegaon,Maharashtra,India,Private,284200.0,"['Electronics Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Electronics Engineering', 'Computer Science and Engineering']"
International Institute of Information Technology,Co-Ed,10 Acres,818.0,41.0,2011.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pimpri-Chinchwad,Maharashtra,India,Private,416000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Information Technology']"
MIT School of Engineering,Co-Ed,,,66.0,,2.7,"MIT Art Design and Technology University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Pune,Maharashtra,India,Private,686714.2857142857,"['Computer Science and Engineering', 'Information Technology', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechatronics Engineering', 'Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology)', 'Electronics Engineering ( VLSI Design and Technology)', 'Internet of Things (IoT)', 'Structural Engineering', 'Mechatronics Engineering', 'Structural Engineering']"
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Co-Ed,14 Acres,,298.0,1984.0,3.8,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5454545455,"['Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Technology', 'Electronics and Computer Engineering', 'Information Technology', 'Structural Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electronics and Communication Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Civil and Environmental Engineering', 'Computer Technology', 'Electronics Engineering', 'Information Technology', 'Electronics Engineering']"
"Dr. Babasaheb Ambedkar Technological University, Lonere",Co-Ed,525 Acres,2639.0,54.0,1989.0,2.9,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Lonere,Maharashtra,India,Public/Government,279052.1327014218,"['Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Bio Medical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Information Technology', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Information Technology', 'Instrumentation Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering']"
